"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"P-50505-00","Saklar Seri / 250 V / Clipsal","11","2","15","Tidak","O2"
"O-53033-00","Saklar Switch Lampu ZN On Off Kaki 4 Kaki Pin 15-20ALokal","14","0","0","Tidak","A-4-10C"
"O-53045-00","Saklar Switch On Off DC 12V Lampu MerahLokal","9","0","0","Tidak","O2"
"P-50506-00","Saklar Tunggal / 250 V / Clipsal","3","2","15","Tidak","O2"
"Q-70104-00","Sambungan Kunci Sock / Extension Bar 1/2 x 10 inch; XP Tools; MTA-69200251; Pack Size Per Pcs","0","0","0","Tidak","-"
"T-20592-00","Sample probe, deactivated, for Agilent 7697A headspace; Agilent; G4556-63825; 1pc","0","0","0","Tidak","-"
"T-25578-00","SAMPLE PUMP HEAD FOR M500 TOC Analyzer; Sievers; TOC M500; 1 pc","0","0","0","Tidak","-"
"P-18447-00","Sample Pump Head for TOC Sievers M500; ; ;","0","0","0","Tidak","-"
"Q-12166-00","Sandblast JT215 Buram 122cmx50m; Ruisitu; -; 1 Roll","0","0","0","Tidak","-"
"P-12753-00","SANDFLEX - Mata Gergaji Besi 24TPI 12inch/300mm 10D","0","0","0","Tidak","-"
"P-14378-00","Sanitary Butterfly Valve SS316 1"" Ferrule; ; ;","0","0","0","Tidak","-"
"Q-10949-00","SCHINDLER ELEVATOR - Ceiling Lamp Cover; ; ;","0","0","0","Tidak","-"
"Q-10860-00","SCHINDLER ELEVATOR - Chime Bell","0","0","0","Tidak","-"
"P-17899-00","SCHINDLER ELEVATOR - Door Shoe; ; ;","0","0","0","Tidak","-"
"Q-10856-00","SCHINDLER ELEVATOR - Guide Shoe Oil Box","0","0","0","Tidak","-"
"P-54284-00","SCHINDLER ELEVATOR - Interphone; Schindler; -; 1 pc","0","0","0","Tidak","-"
"Q-90025-00","SCHINDLER ELEVATOR - PCB SDIC; P/N: 591886; ; ;","0","0","0","Tidak","-"
"P-52064-00","SCHINDLER ELEVATOR - PCB SMIC 62.Q","0","0","0","Tidak","-"
"Q-90026-00","SCHINDLER ELEVATOR - Sensor PHS; Cedes, GLS 126 NT; ; ;","0","0","0","Tidak","-"
"P-52375-00","SCHNEIDER - MCB 4A 1Phase; ; ;","0","0","0","Tidak","-"
"P-52374-00","SCHNEIDER - MCB 4A 2Phase","0","0","0","Tidak","-"
"P-13389-00","Scotch Brite 3M; ; ;","46","5","10","Tidak","O-2"
"P-18713-00","Screw Extractor Merek Tekiro (1 set = 6 pcs); ; ;","0","0","0","Tidak","-"
"Q-70253-00","Screwdriver LRSST8 / Obeng Plus dan Minus Set; Krisbow; KW0102648; 8 pc per set","0","0","0","Tidak","-"
"P-13412-00","SCREWDRIVER SET 4PCS; Krisbow; Part No. KW0101633;","0","0","0","Tidak","-"
"T-12099-00","Seagate BarraCuda Harddisk Internal PC 500GB SATA; ; ;","0","0","0","Tidak","-"
"T-12277-00","Seagate One Touch 5TB External Hardisk; ; ;","0","0","0","Tidak","-"
"T-20210-00","SEAL FACE 2690, Waters, Part No. WAT270939, PKG (4)","0","0","0","Tidak","-"
"P-11391-00","Seal Ferrule EPDM 1.5"" (35 x 53 x 9)","31","20","40","Tidak","M-3-9A"
"P-18407-00","Seal Ferrule EPDM 1/2""; ; ;","0","0","0","Tidak","-"
"P-11392-00","Seal Ferrule EPDM 2""","30","30","60","Tidak","M3"
"P-11393-00","Seal Ferrule EPDM 3""","15","10","30","Tidak","M-3"
"P-17539-00","Seal Ferrule Silicone 4 inch","0","0","0","Tidak","-"
"O-15676-00","SEAL KIT FOR VIALS LOADING CYLINDER ; UNIVER ; MAGNETIC CYLINDER SERIES RP DIAMETER=20 STROKE=25;","0","0","0","Tidak","-"
"T-20212-00","SEAL PLUNGER 2690, Waters, Part No. WAT270938, PKG (2)","0","1","3","Tidak","-"
"T-25481-00","Seal Wash Priming Adapter; Waters; WAT270586; pieces","0","0","0","Tidak","-"
"T-20203-00","SEAL, FACE, SEALWASH, PKG (1) 2690, WAT271017","0","0","0","Tidak","-"
"P-53217-00","Sealent Gun PROHEX","0","0","0","Tidak","-"
"P-15944-00","Sealing belt (nillon) 1.5 cm x 77cm; ; ;","0","0","0","Tidak","-"
"O-15678-00","SEALING RING G20 - 28 - 4; PART NO :200067","0","0","0","Tidak","-"
"O-15679-00","SECURITY PHOTOCELLS; PART NO :7209","0","0","1","Tidak","-"
"O-16318-00","SED - Diaphragm spare MA8 EPDM/PTFE 00210.190.051.V","0","0","0","Tidak","-"
"O-16319-00","SED - Stroke-Seal Adjuster and Manual Override p/n:024.14.025","0","0","0","Tidak","-"
"O-52117-00","Seidenader MS30 - Acopos Multi 65 B&R p/n:80VD100PD.C000-01","0","0","0","Tidak","-"
"O-52110-00","Seidenader MS30 - Acopos Multi 65 B&R p/n:8CVI045E1HCS0.00-1","0","0","0","Tidak","-"
"O-52109-00","Seidenader MS30 - Acopos Multi 65 B&R p/n:8CVI088E1HCS0.00-1","0","0","0","Tidak","-"
"O-52121-00","Seidenader MS30 - Adder View Catx Switch 8 Port ADDER p/n:AVX1008IP","0","0","0","Tidak","-"
"O-52105-00","Seidenader MS30 - Analog Input Module B&R p/n:X20AI4632","0","0","0","Tidak","-"
"O-52133-00","Seidenader MS30 - Back Feeding Throttle B&R p/n:8BVR0220H000.100-1","0","0","0","Tidak","-"
"O-53447-00","Seidenader MS30 - Backlight LED Std.110x140, white, narrow edge; -; 95-220131-00; 1 Pc","0","0","0","Tidak","-"
"O-53449-00","Seidenader MS30 - Backlight LED Std.140x110, white, narrow edge; -; 95-220132-10; 1 Pc","0","0","0","Tidak","-"
"O-52111-00","Seidenader MS30 - Connection Box B&R p/n:8CVE28000HC00.00-1","0","0","0","Tidak","-"
"O-52100-00","Seidenader MS30 - Digital I/O Module B&R; X20DM9324","0","0","0","Tidak","-"
"O-52119-00","Seidenader MS30 - Digital Input Module B&R p/n:X20DI8371","0","0","0","Tidak","-"
"O-52107-00","Seidenader MS30 - Digital Input Module B&R p/n:X20DI9371","0","0","0","Tidak","-"
"O-52106-00","Seidenader MS30 - Digital Output Module B&R p/n:X20DO9322","0","0","0","Tidak","-"
"O-52120-00","Seidenader MS30 - Digital Signal Module B&R p/n:X20DS4389","0","0","0","Tidak","-"
"O-52123-00","Seidenader MS30 - Ethernet Swicht Etherwan p/n:EX95160-00B","0","0","0","Tidak","-"
"O-52130-00","Seidenader MS30 - Expansion Module B&R p/n:8BVE0500HW00.000-1","0","0","0","Tidak","-"
"O-52053-00","Seidenader MS30 - Fiber Optic Receiver p/n:41-049166-00","0","0","0","Tidak","-"
"O-52052-00","Seidenader MS30 - Fiber Unit p/n:41-029961-00","0","0","0","Tidak","-"
"O-16562-00","Seidenader MS30 - Filter cartridge p/n:02.000413-79","0","0","0","Tidak","-"
"O-52058-00","Seidenader MS30 - Filter Pad p/n:41-027751-00","0","0","0","Tidak","-"
"O-16550-00","Seidenader MS30 - FS Rotation Axis Lower Part p/n:VK-068000-00","0","0","0","Tidak","-"
"O-16551-00","Seidenader MS30 - FS Rotation Axis UpperPart p/n:VK-068048-06","0","0","0","Tidak","-"
"O-52134-00","Seidenader MS30 - Hum Eliminator B&R p/n:8BVF0220H000.000-1","0","0","0","Tidak","-"
"O-52051-00","Seidenader MS30 - Inductive Proximity Switch p/n:41-060180-00","0","0","0","Tidak","-"
"O-52128-00","Seidenader MS30 - Industrial PC B&R 5P91 p/n:401671.002-01","0","0","0","Tidak","-"
"O-52122-00","Seidenader MS30 - Industrial Router 4 Port Switch MBConnect Line MDH816","0","0","0","Tidak","-"
"O-52056-00","Seidenader MS30 - Laser Receiver p/n:41-052633-00","0","0","0","Tidak","-"
"O-52055-00","Seidenader MS30 - Laser Sensor p/n:41-044188-00","0","0","0","Tidak","-"
"O-16557-00","Seidenader MS30 - O-ring Black Dia:18x2 p/n:00-000428-34","0","0","0","Tidak","-"
"O-16556-00","Seidenader MS30 - O-ring Black p/n:00-000428-07","0","0","0","Tidak","-"
"O-52112-00","Seidenader MS30 - Power Ink V1/V2 Bus Controller B&R p/n:X67BC8321.L12","0","0","0","Tidak","-"
"O-52129-00","Seidenader MS30 - Power Supply B&R p/n:0PS080X3.10-01","0","0","0","Tidak","-"
"O-52131-00","Seidenader MS30 - Power Supply Module B&R p/n:8B0C0320HW00.002-1","0","0","0","Tidak","-"
"O-52132-00","Seidenader MS30 - Power Supply Module B&R p/n:8BVP0220HW00.000-1","0","0","0","Tidak","-"
"O-52101-00","Seidenader MS30 - Power Supply Module B&R p/n:X20PS2100","0","0","0","Tidak","-"
"O-52102-00","Seidenader MS30 - Power Supply Module B&R p/n:X20PS9400","0","0","0","Tidak","-"
"O-16559-00","Seidenader MS30 - Pressure Spring p/n:02-055865-00","0","0","0","Tidak","-"
"O-52060-00","Seidenader MS30 - Pressure Transducer 02-000416-71 SPTW-B2R-G14-A-M12 Festo","0","0","0","Tidak","-"
"O-52050-00","Seidenader MS30 - Reflection Light Scanner p/n:41-057703-00","0","0","0","Tidak","-"
"O-16560-00","Seidenader MS30 - Rubber Band 298X47X1 p/n:37-030151-39","0","0","0","Tidak","-"
"O-16561-00","Seidenader MS30 - Rubber Band 2X47X300 p/n:37-030151-38","0","0","0","Tidak","-"
"O-52113-00","Seidenader MS30 - Safe Digital Mixed Module B&R p/n:X67SI8103","0","0","0","Tidak","-"
"O-52126-00","Seidenader MS30 - Safe Digital Mixed Module B&R X20SC2432;","0","0","0","Tidak","-"
"O-52116-00","Seidenader MS30 - Safety Input Module B&R p/n: X20SI9100","0","0","0","Tidak","-"
"O-52108-00","Seidenader MS30 - Safety Output Module B&R p/n:X20SO2110","0","0","0","Tidak","-"
"O-16552-00","Seidenader MS30 - Sealing Starwheel p/n:37-029122-22","0","0","0","Tidak","-"
"O-16553-00","Seidenader MS30 - Sealing Starwheel p/n:37-029122-22","0","0","0","Tidak","-"
"O-16554-00","Seidenader MS30 - Sealing Starwheel p/n:37-029122-25","0","0","0","Tidak","-"
"O-52118-00","Seidenader MS30 - Servo Amplifier B&R p/n:80VD100PD.C000-0","0","0","0","Tidak","-"
"O-52059-00","Seidenader MS30 - Servo Amplifier p/n:41-055670-00","0","0","0","Tidak","-"
"O-16558-00","Seidenader MS30 - Suction Cup Dia:11 (Standart) FSGA 11 M5 p/n:01-000413-18","0","0","0","Tidak","-"
"O-16555-00","Seidenader MS30 - Suction Cup Dia:16x19 (Standart) p/n:01-000413-20","0","0","0","Tidak","-"
"O-52125-00","Seidenader MS30 - Temperature Input Module B&R X20AT222","0","0","0","Tidak","-"
"O-52062-00","Seidenader MS30 - Vaccumfilter 02-000418-28 VAF-PK-4 Festo","0","0","0","Tidak","-"
"O-52061-00","Seidenader MS30 - Valve Terminal 12-000418-08 10P-10-8A-MP-R-Z-3NL3NL+U Festo","0","0","0","Tidak","-"
"O-52104-00","Seidenader MS30 - Valve Terminal B&R p/n:7XV116.50-51","0","0","0","Tidak","-"
"O-52057-00","Seidenader MS30 - Vwrm 6.5A p/n:41-053926-00","0","0","0","Tidak","-"
"O-52054-00","Seidenader MS30 - Vwrm 8.8A p/n:41-062095-00","0","0","0","Tidak","-"
"O-52103-00","Seidenader MS30 - X20 Bus Controller B&R p/n:X20BC0083","0","0","0","Tidak","-"
"O-52127-00","Seidenader MS30 - X20 Bus Contrroller B&R X20HB2880","0","0","0","Tidak","-"
"O-52115-00","Seidenader MS30 - X20 Potential Distributor 24VDC B&R p/n:X20PD0012","0","0","0","Tidak","-"
"O-52114-00","Seidenader MS30 - X20 Potential Distributor GND B&R p/n:X20PD0011","0","0","0","Tidak","-"
"O-52099-00","Seidenader MS30 - X2X Bus Transmitter B&R p/n:X20BT9400","0","0","0","Tidak","-"
"O-52124-00","Seidenader MS30 - X2X Bus Transmitter B&R X20BT9100","0","0","0","Tidak","-"
"P-13646-00","Selang Air 1/2 inch","0","0","0","Tidak","-"
"P-11422-00","Selang Festo Pun-H-10x1.5 / Blue NR : 197386","100","50","200","Tidak","M-3"
"P-11424-00","Selang Festo Pun-H-12x2 Blue 2 x 50 m","45","30","50","Tidak","-"
"P-11428-00","Selang Festo Pun-H-6x1 Blue","0","0","0","Tidak","-"
"O-17243-00","Selang Flexible Vaccum 40 mm","0","0","0","Tidak","-"
"P-13597-00","Selang Gas ukuran 1/4 inch","0","0","0","Tidak","-"
"S-11976-00","Selang Hydrant","0","0","0","Tidak","-"
"P-15017-00","Selang Spiral Compressor dia.8 mm Include Coopler","0","0","0","Tidak","-"
"O-14099-00","Selang TS-25 (25x33) TOYOX P/N : -  pc","0","0","0","Tidak","-"
"Q-10488-00","Selang Wastafel TOTO; ; ;","0","0","0","Tidak","-"
"O-51307-00","Selector Switch 22mm On-Off XPB22-22A Fort; ; ;","0","0","0","Tidak","-"
"O-54012-00","SELECTOR SWITCH, HANYOUNG, CR253-3 ON-OFF-ON","0","1","1","Tidak","-"
"P-13558-00","Selenoid Valve  4V210-08 24 VDC; ; ;","0","0","0","Tidak","-"
"P-52651-00","Selenoid Valve 1 inch, 220VAC; UNI-D; ;","2","0","0","Tidak","M-4"
"P-52123-00","Selenoid Valve 2 Way , 24VDC, 1/8 inch; EMC; ;","0","0","0","Tidak","-"
"O-52269-00","Selenoid Valve 2 Way Brass, 24VDC, 1/2 inch; ; ;","1","0","0","Tidak","D-2-2B"
"P-13755-00","Selenoid Valve 2 Way Brass, 24VDC, 1/4 inch; ; ;","0","0","0","Tidak","-"
"P-13563-00","Selenoid Valve 2 way, 220VAC, UW-25 UNI-D; ; ;","0","0","0","Tidak","-"
"P-52379-00","Selenoid Valve DS2120-5G-01 1/8inch 24VDC TPC","1","0","0","Tidak","Kardus L3"
"O-52496-00","Selenoid Valve SMC P/N : VF5220-5DZ1-03","1","0","0","Tidak","C-2-3"
"O-52597-00","Selenoid Valve VZWD-L-M22C-M-G12-135-1P4-10 Festo","0","0","0","Tidak","-"
"O-52313-00","Selenoid Valve VZWD-L-M22C-M-G14-10-V-1P4-50 Festo P/n: 1491828","1","0","0","Tidak","B-2-5A"
"Q-10724-00","Semen MU 301 Plester Plus; ; ;","1","0","0","Tidak","-"
"Q-10282-00","Semen MU Perekat Bata Ringan Mortar Utama 1zak","0","0","0","Tidak","-"
"Q-60434-00","Semen putih / Acian Putih; Tiga Roda; TR-30; 40 kg/zak","0","0","0","Tidak","-"
"Q-90010-00","Sendok Semen","0","0","0","Tidak","-"
"O-52431-00","Sensor Alcohol PIR 7000 Type:334 M25 HART Drager","0","0","0","Tidak","-"
"P-52713-00","Sensor Ammonia 0-50/500 PPM (200 PPM Standard) Type : 00-1010; ATI; ;","0","0","0","Tidak","-"
"O-52234-00","Sensor Amplifier OBF502 IFM","0","0","0","Tidak","-"
"O-51736-00","SENSOR PROXIMITY M12 FLUSH SHORT PNP","0","0","0","Tidak","-"
"O-51737-00","SENSOR PROXIMITY M12 FLUSH SHORT PNP NO ; DATA LOGIC","0","0","0","Tidak","-"
"O-51739-00","SENSOR PROXIMITY M12 NON FLUSH SHORT PNP","0","0","0","Tidak","-"
"O-51741-00","SENSOR SUHU PT100 4 M","0","0","0","Tidak","-"
"O-51744-00","SENSOR TEMPERATUR PT100 7 METER 8 WIRE; PART NO :PM600084","0","0","0","Tidak","-"
"T-20287-00","Septum Bleed/Temp Opt. Non-Stick 11 mm Septa ; Agilent; Part No. 5183-4757; 50/pk","0","0","0","Tidak","-"
"Q-60403-00","Serat Fiber / Fiber Glass Matt; Aquaproof; ; 1 kg/pack","0","0","0","Tidak","-"
"O-54171-00","Service Push Button With Plug; Melchers; ENG-SEI-42-057679-00;","0","0","0","Tidak","-"
"O-15650-00","SERVO MOTOR OMRON G5 120V, 750W, 250HZ, 2.39 NM, 3000 RPM WITH INCREMENTAL ENCODER NO
 BRAKE","0","0","0","Tidak","-"
"O-15589-00","SERVO MOTOR, OMRON G5 220V, 200W, 0.64 NM, 3000 RPM WITH ABSOLUTE ENCODER NO BRAKE","0","0","0","Tidak","-"
"O-15637-00","SERVO MOTOR, OMRON G5 220V, 750W, 2.4 NM, 3000 RPM WITH ABSOLUTE ENCODER WITH BRAKE","0","0","0","Tidak","-"
"O-15786-00","SG-1 Coiled Tubing W/3/8""FL Type : 1002-0161; ; ;","0","0","0","Tidak","-"
"O-19781-00","Shaft Bearing Rod End Pusher Cartoning M6 x 110 Material SUS 304; Custom; ;","1","0","0","Tidak","G3"
"O-19162-00","Shaft Pengunci AlphaPort; Lokal; ;","0","0","0","Tidak","-"
"O-19782-00","Shaft Pusher Cartoning Marchesini Uk. 16 x 530; Custom; ;","0","0","0","Tidak","-"
"O-54119-00","Shelf Bellows; Freeze Dryer MBE1207; P/N FB1207-05-70-0 R0.0; pack size per unit","0","0","1","Tidak","-"
"P-17223-00","Shock Pipa PVC 1 1/2""; RUCIKA; ; pcs","4","0","0","Tidak","-"
"O-18827-00","Side Arms kit; Sanco; P/N : EPT012551;","0","0","0","Tidak","-"
"O-52869-00","Signal Isolator SUP-503H Input : 3 x PT100 Output: 4...20 mA Supply: 24 VDC; Supmea; ;","0","0","0","Tidak","-"
"Q-10588-00","Sika Boom @750 ml","0","0","0","Tidak","-"
"Q-12033-00","SikaTop 107 Seal / pelapis kedap air; ; ; pack size per set (20 kg semen dan 5 kg cairan sika)","0","0","0","Tidak","-"
"T-20532-00","Silica Gel 10GRMSX30PCS; Shimadzu; Part No. 200-53655; 10 gr per pack","0","0","0","Tidak","-"
"S-50953-00","Silica Gel curah; ; ; pck","0","0","0","Tidak","-"
"O-15680-00","SILICON GASKET O RING RED ; ID= 192 mm, OD: 246 mm, Thickness : 4 mm","0","0","0","Tidak","-"
"O-15682-00","SILICON HOSES F10 ( ID:6MM / OD: 10MM );","0","0","0","Tidak","-"
"O-15683-00","SILICON HOSES F14 ( ID:4MM / OD: 10MM ) 86/10;","0","0","0","Tidak","-"
"P-53216-00","Silicon Lembaran, tebal 3 mm, size: 1 meter X 1 meter; ; ;","0","1","1","Tidak","-"
"P-53215-00","Silicon Lembaran, tebal 5 mm, size: 1 meter X 1 meter; ; ;","0","1","1","Tidak","-"
"O-15684-00","SILICON ORING 3100; PART NO :200236","0","0","0","Tidak","-"
"O-15685-00","SILICON ORING 3162; PART NO :201677","0","0","0","Tidak","-"
"O-15686-00","SILICON ORING 3200; PART NO :200069","0","0","0","Tidak","-"
"O-15687-00","SILICON ORING 3237; PART NO :201706","0","0","0","Tidak","-"
"O-15688-00","SILICON ORING 3256; PART NO :200081","0","0","0","Tidak","-"
"O-15689-00","SILICON ORING 3325; PART NO :200079","0","0","0","Tidak","-"
"O-15690-00","SILICON ORING 3350; PART NO :200783","0","0","0","Tidak","-"
"O-15691-00","SILICON ORING 4675; PART NO :201548","0","0","0","Tidak","-"
"O-18345-00","Silicon suction cup 01.11.16 PN: 202082; ; ;","108","10","100","Tidak","A-1-7"
"O-15692-00","SILICONE GASKET EPDM 24X16; PART NO :7163","0","0","0","Tidak","-"
"O-15693-00","SILICONE GASKET EPDM 29,5X19,5; PART NO :7164","0","0","0","Tidak","-"
"P-12763-00","Silicone gasket for ferrule dia 1 1/2inch Taiwan","30","10","30","Tidak","-"
"P-12765-00","Silicone gasket for ferrule dia 2inch Taiwan","13","10","30","Tidak","M3"
"O-15694-00","SILICONE O-RING 2162; PART NO :200831","0","0","0","Tidak","-"
"P-13383-00","Silicone Sealant High Temp Red; ; ;","6","2","5","Tidak","H-3-3"
"Q-10233-00","Silicone Sealant N10 Clear","0","0","0","Tidak","-"
"Q-10234-00","Silicone Sealant N10 Grey","0","0","0","Tidak","-"
"Q-10232-00","Silicone Sealant N10 White","0","0","0","Tidak","-"
"Q-60501-00","Silicone Sealant, Silglaze, Type N10 Clear, pack size per pcs","6","5","10","Tidak","Q-3"
"Q-60500-00","Silicone Sealant, Silglaze, Type N10 Grey, pack size per pcs","0","0","0","Tidak","-"
"Q-60503-00","Silicone Sealant;Silglaze;Type N10 Grey;pack size per pcs","24","5","10","Tidak","Q1"
"Q-10946-00","Silicone Sealant;Silglaze;Type N10 Light Grey;pack size per pcs","0","3","10","Tidak","-"
"Q-60502-00","Silicone Sealant;Silglaze;Type N10 White;pack size per pcs","1","5","10","Tidak","Q1"
"O-15695-00","SILICONE STRING FOR GASKET EPDM 9,5X7,5 ; PART NO :7165","0","0","0","Tidak","-"
"O-16007-00","Silicone Sucker 01.10.10; P/N : 201119; ; ;","0","20","40","Tidak","-"
"O-15696-00","SILICONE SUCKER 01.11.16; PART NO :202082","0","10","40","Tidak","-"
"O-18009-00","Silincer SMC P/N : AN30-03","2","1","2","Tidak","C-2-5C"
"Q-10496-00","Sirocco Ventilating Fan 24CHF KDK; ; ;","0","0","0","Tidak","-"
"Q-10900-00","Skrup Baja Hitam;No Brand;;pack size per pack","1","0","0","Tidak","-"
"P-51236-00","Skun ( I ) pin dia 0.75 mm","0","0","0","Tidak","-"
"P-51239-00","Skun ( I ) Pin uk.2.5-5 m hitam","0","0","0","Tidak","-"
"P-51252-00","Skun O dia 2.5 mm","3","0","0","Tidak","-"
"O-17287-00","Sleeve and Gloves Y1524-S Port : 7inch Material: CSM Thickness: 0.4mm Piercan","0","0","0","Tidak","-"
"O-15698-00","SLEEVE BEARING STAR 0670-225-40PP; STERILINE ;
 PART NO :200988","0","0","0","Tidak","-"
"P-14901-00","Sleeve Seal Hanovia UV System; HANOVIA; p/n 600143025;","8","0","0","Tidak","A-5-1"
"T-20135-00","Sleeves Thickness(mm): 3/10 Length(mm) : 500 Dia.(mm) : 293,00 Plan Reference : FP no 42-PVC 0,3 TA; Piercan; M293/90 PVCTR E3 500;","0","0","0","Tidak","-"
"P-17549-00","SMC - Air Filter AF20-02-A","0","0","0","Tidak","-"
"P-17875-00","SMC - Air Regulator type AR20-02BG-B","0","0","0","Tidak","-"
"P-15834-00","SMC - Pressure Filter Regulator Auto Drain AW40-40DG-A; ; ;","1","0","0","Tidak","I2"
"P-15833-00","SMC - Pressure Filter Regulator Manual Drain AW30-03BG-A; ; ;","1","0","0","Tidak","S-3"
"O-18192-00","SMC - Tubing Anti Static TAS1208B-20","0","0","0","Tidak","-"
"O-16798-00","SMC - Tubing Anti Static TAU1065B-20","0","0","0","Tidak","-"
"P-18557-00","Snap Ring Dalam SS 304 Uk. 19 mm; ; ;","0","0","0","Tidak","-"
"T-80794-00","Snowman Permanent Paint Marker CP-12 Warna Hitam - Merah","0","0","0","Tidak","-"
"P-12801-00","Sock Drat dalam PVC AW dia 1 1/2inch","0","0","0","Tidak","-"
"P-12804-00","Sock Drat dalam PVC AW dia 1/2inch","0","0","0","Tidak","-"
"P-12806-00","Sock Drat dalam PVC AW dia 3/4inch","0","0","0","Tidak","-"
"P-17254-00","Sock Drat dalam SS 304 1/2 Inch","0","0","0","Tidak","-"
"P-12808-00","Sock Drat luar PVC AW dia 1 1/2inch","0","0","0","Tidak","-"
"P-12811-00","Sock Drat luar PVC AW dia 1/2inch","0","0","0","Tidak","-"
"P-12810-00","Sock Drat luar PVC AW dia 1inch","0","0","0","Tidak","-"
"P-12813-00","Sock Drat luar PVC AW dia 3/4inch","0","0","0","Tidak","-"
"P-18276-00","Sock Drat SS 304 2 inch","0","0","0","Tidak","-"
"P-12817-00","Sock PVC AW dia 1 1/4inch","0","0","0","Tidak","-"
"P-12819-00","Sock PVC AW dia 1/2inch","5","5","10","Tidak","Klaris"
"P-12818-00","Sock PVC AW dia 1inch","0","0","0","Tidak","-"
"P-12820-00","Sock PVC AW dia 2inch","0","0","0","Tidak","-"
"P-12822-00","Sock PVC dia 3/4inch","0","0","0","Tidak","-"
"P-13087-00","Sock Tembaga 1 5/8 inch","20","0","0","Tidak","D-1-1"
"P-13657-00","Sock Tembaga 5/8 inch; ; ;","2","0","0","Tidak","D-2-2C"
"P-13660-00","Sock Tembaga 7/8 inch; ; ;","5","0","0","Tidak","D-1-3B"
"P-50182-00","Socket","0","0","0","Tidak","-"
"P-54223-00","Socket Charger SB175A grey; Anderson; ;","0","0","0","Tidak","-"
"O-17712-00","Socket Controller 8 pin - P/N : - pc","0","0","0","Tidak","-"
"P-50562-00","Socket Relay PF083A-E; Omron; PF083A; 1 pieces","3","1","3","Tidak","B-4"
"O-54013-00","SOCKET RJ 45 CAT 5","0","5","10","Tidak","-"
"O-52316-00","Socket Sensor 4 Pin Drat M8 DOS-0804-G; Sick; ;","1","0","0","Tidak","G-2"
"P-13724-00","Socket Threaded Female SS316 1/2 inch","0","0","0","Tidak","-"
"P-12830-00","Sodium metabisulfit","3","2","15","Tidak","WWTP"
"P-13385-00","Sok Drat Dalam 2 Pvc Rucika; ; ;","3","2","4","Tidak","Klaris"
"P-13384-00","Sok Drat Luar 2"" Pvc Rucika; ; ;","4","2","4","Tidak","-"
"P-17041-00","Sok Pneumatic 1/2 x 6 inch; ; ;","0","0","0","Tidak","-"
"P-13386-00","Sok Polos 2"" Rucika; ; ;","4","2","4","Tidak","R-4-1"
"Q-70096-00","Soldering Iron 25W 230V C/W Fine Point Tip; Senator; SEN5162210K; pack size per pcs","0","0","0","Tidak","-"
"O-15699-00","SOLENOID ELECTROVALVE ;BISTABLE ; 5/2 WAYS 1/2''
 (LEAKTEST, INLET & EXHAUST VALVE); PART NO :13881","0","0","0","Tidak","-"
"O-15700-00","SOLENOID VALVE CLWS COMPRESSOR(6213A 1/2 24 VDC 10 W,)","0","0","0","Tidak","-"
"O-15701-00","SOLENOID VALVE FOR PNEUMATIC VALVES (180-4E1, DC24V 5-SINGLE-ELECTRICAL ,1M CABLE)","0","0","0","Tidak","-"
"P-18835-00","Solenoid Valve Pneumatic UD08E4 Port 1/4"" 2/2 Way 24VDC; EMC; ;","0","0","0","Tidak","-"
"O-15702-00","SOLENOID VALVE SOLDER 3/8  & 3/8","0","0","0","Tidak","-"
"P-52208-00","Solid State Relay SSR-150A 480VAC 3-32Vdc MaxWell","0","0","0","Tidak","-"
"O-15493-00","SPA 1082 Brand : Optibelt / Bando Merah Optibelt","2","0","0","Tidak","L2"
"O-15489-00","SPA 1120 Brand : Optibelt / Bando Merah; Optibelt; ;","8","1","4","Tidak","L-2"
"O-15492-00","SPA 1132 Brand : Optibelt / Bando Merah - P/N : - pc","0","1","4","Tidak","-"
"O-15491-00","SPA 2482 Lw Brand : Optibelt / Bando Merah; Optibelt; ;","2","0","0","Tidak","L2"
"P-18965-00","Sparepart Maintenance Kit SRV66 Size 1-2 Inch (0,8 - 2,5 barg); Spirax Sarco; 6404141UA-1;","1","0","0","Tidak","F-1"
"O-19688-00","Spares Kit Motor Replacement GV80; Edwards; P/N : A70212805;","0","0","0","Tidak","-"
"P-52084-00","Speaker Soundbar Mini Sonigrear","0","0","0","Tidak","-"
"O-14510-00","Speed Control AS2201F-02-08SA, SMC, , SINAR MUTIARA CAKRABUANA, PT P/N : - pc","4","0","0","Tidak","E-4-1C"
"O-52213-00","Speed Controller GUA-C-90-A 220-240VAC CGM GUA SERIES","0","0","0","Tidak","-"
"T-80686-00","Spidol OHP uk. Fine (satuan) - OPF Biru; Snowman; ; Pcs","0","0","0","Tidak","-"
"T-80429-00","Spidol Permanent Biru","0","0","0","Tidak","-"
"P-52731-00","Spliter CN-6100-C2 AUTONICS; ; ;","1","0","0","Tidak","L3"
"Q-10982-00","Spray Gun CSGLI2001 800cc; INGCO; ;","0","0","0","Tidak","-"
"O-15703-00","SPRING D=17X61-1.25 PITCH=10; PART NO :302681","0","0","0","Tidak","-"
"P-18435-00","Spring Sidearm Kit; Sanco; P/N : EP001287SP;","1","0","0","Tidak","E3"
"O-19255-00","Spring Tekan SS304 ID 10mm, OD 16mm, Tebal 3mm, Panjang 71.35mm; ; ;","0","0","0","Tidak","-"
